division,department,category,incident_id,incident_number,incident_type_id,request_type,request_status,request_priority,reported_date,sr_creation_channel,created_by_user,resolution_code,group_name,address1,city,state,parcel_id,sub_district,creation_date,last_update_date,last_updated_by,ce_category,full_address,location1,_100_block_coordinate,:@computed_region_me95_vbw4,:@computed_region_xf2b_u4zq,:@computed_region_gxae_hf64,:@computed_region_stch_rtry,:@computed_region_dgrd_cuuf,:@computed_region_fuzm_ngj2,:@computed_region_scpn_qt9a,:@computed_region_y9za_kydd,resolution_summary,close_date,postal_code,target_block,:@computed_region_m99d_em2n,followup_date,:@computed_region_nyzj_ikpv,district,map_page,area,zone,collection_day,:@computed_region_qnac_u4vd,resolution_code_meaning,incident_resolved_date,last_modified_date,next_open_task_date,owner_name,street_name,number_of_tasks,created_by,last_update_login,swm_code
Public Works,ENVIRONMENTAL MAINTENANCE,Environmental Maintenance,7068636,7068636,10693,EMI-Cave In,Closed,High,2024-03-25T20:06:00.000,WEB,Esri_Anonymous,,CITIZEN,"8592 Napoli Dr, Cordova, TN, 38018, USA",MEMPHIS,Tennessee,091023 A00079,2-1,2024-03-25T22:00:38.000,2024-07-01T15:15:05.000,Esri_Anonymous,,"8592 Napoli Dr, Cordova, TN, 38018, USA","{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.776419983, 35.153526987]}",3,8,6,1,2,7,1,6,Email sent to DM,2024-07-01T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
Public Works,ENVIRONMENTAL MAINTENANCE,Environmental Maintenance,7128333,7128333,10693,EMI-Cave In,Closed,High,2024-06-25T16:18:00.000,WEB,Esri_Anonymous,,Memphis,4322 BAYBERRY DR,MEMPHIS,Tennessee,085009  00014,,2024-06-27T22:12:55.000,2024-07-02T08:01:07.000,Esri_Anonymous,,4322 BAYBERRY DR,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.919363032, 35.220484019]}",3,8,6,1,2,7,1,6,Sewer cave in,,,,,,,,,,,,,FW TO MLGW.,,,,,,,,,
Public Works,CE Commercial,Miscellaneous,7015632,7015632,21747,COMM - Miscellaneous,Closed,Low,2023-12-05T12:52:00.000,WEB,Esri_Anonymous,CVOYC-COMM,Memphis,3160 E CORNER DR,MEMPHIS,Tennessee,070066  00016,7-7,2024-01-16T09:23:51.000,2024-06-21T14:39:46.000,Esri_Anonymous,NOT-CATEGORIZED,3160 E CORNER DR,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.004546973, 35.211947009]}",3,8,6,1,2,7,1,6,,,,,,2024-05-14T23:00:00.000,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Inspection-Vehicle,7122924,7122924,10400,CE-Vehicle Violations,Closed,Low,2024-06-17T15:49:00.000,WEB,Sa_GISIdentitystore,NJ,Memphis,4538 WESTMONT CV,MEMPHIS,Tennessee,075156  00069,,2024-06-17T15:52:23.000,2024-07-03T13:33:40.000,Esri_Anonymous,NOT-CATEGORIZED,4538 WESTMONT CV,"{'type': 'Point', 'coordinates': [-90.076108, 35.0396786]}","{'type': 'Point', 'coordinates': [-90.08863104, 35.024599989]}",9,13,6,1,,6,1,7,AT THE TIME OF INSPECTION NO CAR WAS FOUND,2024-07-03T13:32:19.000,38109,170,,,,,,,,,,,,,,,,,,,
Public Works,ENVIRONMENTAL MAINTENANCE,Environmental Maintenance,7059226,7059226,10693,EMI-Cave In,Closed,Medium,2024-02-26T18:00:00.000,WEB,Sa_GISIdentitystore,,MEMPHIS,SHELBY DR,MEMPHIS,TN,093700  00567,2-3,2024-02-27T03:15:56.000,2024-07-08T12:11:46.000,Esri_Anonymous,,SHELBY DR,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.826099104, 35.020386889]}",3,8,6,1,2,7,1,6,CAVITY HAS BEEN FILLED. CLOSE.,2024-07-07T23:00:00.000,,,,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Inspection-Vehicle,7060562,7060562,10400,CE-Vehicle Violations,Closed,Medium,2024-02-28T18:00:00.000,WEB,Esri_Anonymous,NJ,MEMPHIS,1151 S WHITE STATION RD,MEMPHIS,TN,067010  00009,,2024-02-29T22:01:34.000,2024-05-06T11:40:58.000,Esri_Anonymous,NOT-CATEGORIZED,1151 S WHITE STATION RD,"{'type': 'Point', 'coordinates': [-89.90462, 35.1118945]}","{'type': 'Point', 'coordinates': [-89.891171004, 35.100366988]}",16,9,4,2,,5,2,2,,2024-05-06T11:39:35.000,38117,109,,2024-06-12T23:00:00.000,,,,,,,,,,,,,,,,,
Public Works,ENVIRONMENTAL MAINTENANCE,Environmental Maintenance,7104604,7104604,10693,EMI-Cave In,Closed,Medium,2024-06-03T19:00:00.000,WEB,Sa_GISIdentitystore,,MEMPHIS,2590 OGDEN AVE,MEMPHIS,TN,052050  00007,5-2,2024-06-05T07:49:31.000,2024-07-15T12:58:03.000,Esri_Anonymous,,2590 OGDEN AVE,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.972010017, 35.15630299]}",3,8,6,1,2,7,1,6,DUPLICATE TO SR#7104054,,,,,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Inspection-Structures,7086179,7086179,10409,"CE-Substandard,Derelict Struc",Closed,Medium,2024-05-08T19:00:00.000,WEB,Esri_Anonymous,CVOID,MEMPHIS,3201 PRINCETON AVE,MEMPHIS,TN,044031  00011,5-2,2024-05-09T11:29:59.000,2024-07-06T09:55:17.000,Esri_Anonymous,NOT-CATEGORIZED,3201 PRINCETON AVE,"{'type': 'Point', 'coordinates': [-89.9734071, 35.1468552]}","{'type': 'Point', 'coordinates': [-89.954415983, 35.145457981]}",11,9,4,2,18,5,2,9,See SR JUSTIFIED ACTION 7059932,,38112,65,7,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Miscellaneous,7094755,7094755,10396,CE-Code Miscellaneous,Closed,Low,2024-05-22T13:09:00.000,WEB,Sa_GISIdentitystore,OTHER,CITIZEN,"7986 Marsha Woods Dr, Memphis, TN, 38125, USA",MEMPHIS,Tennessee,D0242J H00004,,2024-05-22T14:07:02.000,2024-07-04T23:05:20.000,Esri_Anonymous,NOT-CATEGORIZED,"7986 Marsha Woods Dr, Memphis, TN, 38125, USA","{'type': 'Point', 'coordinates': [-89.8002027, 35.0310064]}","{'type': 'Point', 'coordinates': [-89.796492965, 35.031365987]}",21,,,,8,,,,7-2-2024 this is not in our jurisdiction,,38125,,2,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Inspection-Vehicle,7122754,7122754,10400,CE-Vehicle Violations,Closed,Low,2024-06-17T12:13:00.000,WEB,Sa_GISIdentitystore,OTHER,CITIZEN,"11906 Conifer Springs Ln, Houston, TX, 77067, USA",MEMPHIS,Tennessee,D0246   00008C,,2024-06-17T12:20:07.000,2024-07-04T23:46:09.000,Esri_Anonymous,NOT-CATEGORIZED,"11906 Conifer Springs Ln, Houston, TX, 77067, USA","{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}",3,8,6,1,2,7,1,6,7-2-2024 this is not in our jurisdiction,,,,,,,,,,,,,,,,,,,,,,
Public Works,CE Commercial,Miscellaneous,7081656,7081656,21747,COMM - Miscellaneous,Closed,Low,2024-04-29T10:24:00.000,WEB,Esri_Anonymous,CO-COMM,Memphis,3277 N WATKINS ST,MEMPHIS,Tennessee,070062  00004C,7-7,2024-04-29T22:05:56.000,2024-06-21T11:24:43.000,Esri_Anonymous,NOT-CATEGORIZED,3277 N WATKINS ST,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.003942973, 35.215164989]}",3,8,6,1,2,7,1,6,,,,,,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Miscellaneous,7122092,7122092,10396,CE-Code Miscellaneous,Closed,Low,2024-06-14T14:19:00.000,WEB,Sa_GISIdentitystore,CVOM,Memphis,2080 WINCHESTER RD,MEMPHIS,Tennessee,078008  00012,,2024-06-14T14:23:15.000,2024-07-03T12:43:25.000,Esri_Anonymous,NOT-CATEGORIZED,2080 WINCHESTER RD,"{'type': 'Point', 'coordinates': [-90.014934, 35.034303]}","{'type': 'Point', 'coordinates': [-89.994515008, 35.053827979]}",15,12,3,1,43,3,1,7,,,38116,191,21,,,,,,,,1,,,,,,,,,,
Public Works,ENVIRONMENTAL MAINTENANCE,Environmental Maintenance,7058335,7058335,10693,EMI-Cave In,Closed,High,2024-02-23T12:55:00.000,WEB,Sa_GISIdentitystore,,Memphis,3413 BARBWOOD DR,MEMPHIS,Tennessee,073041 J00005,3-3,2024-02-23T12:58:55.000,2024-07-03T06:32:03.000,Esri_Anonymous,,3413 BARBWOOD DR,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.914040021, 35.055412997]}",3,8,6,1,2,7,1,6,NO ISSUES FOUND.,2024-07-02T23:00:00.000,,,,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Miscellaneous,7122082,7122082,10396,CE-Code Miscellaneous,Closed,Low,2024-06-14T14:13:00.000,WEB,Sa_GISIdentitystore,OTHER,Memphis,1850 BERRYHILL RD,MEMPHIS,Tennessee,D0209   00198,,2024-06-14T14:17:01.000,2024-07-04T23:38:03.000,Esri_Anonymous,NOT-CATEGORIZED,1850 BERRYHILL RD,"{'type': 'Point', 'coordinates': [-89.77996, 35.178294]}","{'type': 'Point', 'coordinates': [-89.756483253, 35.174964246]}",34,3,1,2,,1,2,2,7-2-2024 this is not in our jurisdiction,,38016,,,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Miscellaneous,7055315,7055315,10396,CE-Code Miscellaneous,Closed,Low,2024-02-15T09:29:00.000,WEB,Esri_Anonymous,CVOM,Memphis,4650 HEDGES DR,MEMPHIS,Tennessee,090022  00004,1-1,2024-02-15T22:01:39.000,2024-07-08T14:53:35.000,Esri_Anonymous,NOT-CATEGORIZED,4650 HEDGES DR,"{'type': 'Point', 'coordinates': [-89.9262716, 35.2193801]}","{'type': 'Point', 'coordinates': [-89.93548403, 35.252519988]}",24,2,1,2,25,1,2,3,,2024-07-08T14:51:22.000,38128,15,10,2024-03-01T11:37:45.000,,,,,,,,,,,,,,,,,
Public Works,ENVIRONMENTAL MAINTENANCE,Environmental Maintenance,7041768,7041768,10693,EMI-Cave In,Closed,Medium,2024-01-09T18:00:00.000,WEB,Sa_GISIdentitystore,,MEMPHIS,134 POINCIANA RD,MEMPHIS,TN,068039  00013,5-5,2024-01-10T12:24:34.000,2024-07-01T14:19:52.000,Esri_Anonymous,,134 POINCIANA RD,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.877566001, 35.128274995]}",3,8,6,1,2,7,1,6,REPAIR COMPLETE. CLOSE.,2024-06-30T23:00:00.000,,,,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Inspection-Vehicle,7126585,7126585,10400,CE-Vehicle Violations,Closed,Low,2024-06-21T09:18:00.000,WEB,Sa_GISIdentitystore,OTHER,CITIZEN,"12204 Richmark Way Dr, Arlington, TN, 38002, USA",MEMPHIS,Tennessee,,,2024-06-21T09:24:05.000,2024-07-04T23:07:20.000,Esri_Anonymous,NOT-CATEGORIZED,"12204 Richmark Way Dr, Arlington, TN, 38002, USA","{'type': 'Point', 'coordinates': [-89.729433, 35.2058425]}","{'type': 'Point', 'coordinates': [-89.655622006, 35.282435001]}",33,,1,2,,,,2,7-2-2024 this is not in our jurisdiction,,38002,,,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Weeds,7128353,7128353,10547,CE-Weeds Occupied Property,Closed,Low,2024-06-25T16:51:00.000,WEB,Esri_Anonymous,OTHER,Memphis,2489 N SKYLINE CIR,MEMPHIS,Tennessee,072046  00003,,2024-06-25T22:22:15.000,2024-06-27T16:25:31.000,Esri_Anonymous,NOT-CATEGORIZED,2489 N SKYLINE CIR,"{'type': 'Point', 'coordinates': [-90.005192, 35.220885]}","{'type': 'Point', 'coordinates': [-89.980670032, 35.201522017]}",23,1,7,1,12,7,1,3,,,38127,12,4,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Miscellaneous,7058978,7058978,10396,CE-Code Miscellaneous,Closed,Low,2024-02-26T12:19:00.000,WEB,Sa_GISIdentitystore,CVOM,Memphis,6100 KNIGHT ARNOLD RD,MEMPHIS,Tennessee,093205 E00001C,3-4,2024-02-26T12:23:47.000,2024-07-03T09:46:34.000,Esri_Anonymous,NOT-CATEGORIZED,6100 KNIGHT ARNOLD RD,"{'type': 'Point', 'coordinates': [-89.85883, 35.054748]}","{'type': 'Point', 'coordinates': [-89.859941038, 35.060762998]}",14,10,3,1,8,3,1,8,,2024-07-03T09:46:16.000,38115,197,2,,1,,,,,,,,,,,,,,,,
Public Works,GROUNDS MAINTENANCE,Weeds,7163256,7163256,10205,CW-Weeds Vacant Lots,Closed,Low,2024-09-16T12:48:00.000,WEB,,NO VIOLATION,Memphis,1248 JAMES,MEMPHIS,Tennessee,026026  00039,,2024-09-16T12:51:03.000,2024-09-25T10:26:04.000,,,1248 JAMES,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.02272598, 35.112829998]}",3,8,6,1,2,7,1,6,,,,98,,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Weeds,7126884,7126884,10547,CE-Weeds Occupied Property,Closed,Medium,2024-06-20T19:00:00.000,WEB,Sa_GISIdentitystore,NJ,MEMPHIS,61 CHEROKEE DR,MEMPHIS,TN,045058  00008,,2024-06-21T14:05:30.000,2024-07-01T13:54:25.000,Esri_Anonymous,NOT-CATEGORIZED,61 CHEROKEE DR,"{'type': 'Point', 'coordinates': [-89.948876, 35.11147]}","{'type': 'Point', 'coordinates': [-89.966476033, 35.13067398]}",10,9,4,2,21,5,2,9,,,38111,79,,,4,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Inspection-Junky Yard,7024353,7024353,10395,CE-Junky Yard,Closed,Low,2024-01-04T16:18:00.000,WEB,Sa_GISIdentitystore,NJ,Memphis,2220 CHIPPINGHAM PL,MEMPHIS,Tennessee,096522 A00138,,2024-02-02T11:32:04.000,2024-02-07T08:37:46.000,Esri_Anonymous,NOT-CATEGORIZED,2220 CHIPPINGHAM PL,"{'type': 'Point', 'coordinates': [-90.04925, 35.14976]}","{'type': 'Point', 'coordinates': [-89.785876027, 35.185811019]}",5,8,7,1,2,7,1,6,PROPERTY  WAS IN COMPLIANCE.,2024-02-06T13:01:46.000,,,,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Miscellaneous,7127778,7127778,10396,CE-Code Miscellaneous,Closed,Low,2024-06-24T18:50:00.000,WEB,Esri_Anonymous,CVOM,CITIZEN,"1038 Oakmont Pl, Memphis, TN, 38107, USA",MEMPHIS,Tennessee,041034  00127,7-5,2024-06-25T22:21:23.000,2024-07-12T12:48:55.000,Esri_Anonymous,NOT-CATEGORIZED,"1038 Oakmont Pl, Memphis, TN, 38107, USA","{'type': 'Point', 'coordinates': [-90.0185527, 35.1616219]}","{'type': 'Point', 'coordinates': [-89.98937598, 35.165448987]}",7,7,7,1,6,7,1,4,PRINTED AND MAILED 6/28/2024 Z.W. AC WAS REPAIRED PER TENANTS CONVERSATION,2024-07-12T12:19:40.000,38107,41,8,2024-06-29T09:29:58.000,,,,,,,,,,,,,,,,,
Public Works,ENVIRONMENTAL MAINTENANCE,Environmental Maintenance,7127877,7127877,10693,EMI-Cave In,Closed,High,2024-06-25T09:08:00.000,WEB,Sa_GISIdentitystore,,Memphis,3364 KEYSTONE AVE,MEMPHIS,Tennessee,090015  00017,,2024-06-25T09:11:06.000,2024-07-01T15:04:08.000,Esri_Anonymous,,3364 KEYSTONE AVE,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.951639981, 35.24200598]}",3,8,6,1,2,7,1,6,POTHOLES HAVE BEEN FILLED. CLOSE.,,,,,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Miscellaneous,7123155,7123155,10396,CE-Code Miscellaneous,Closed,Low,2024-06-18T09:49:00.000,WEB,Esri_Anonymous,CO,Memphis,2785 CLAUDETTE,MEMPHIS,Tennessee,073022  00231,,2024-06-18T22:07:23.000,2024-06-26T12:28:08.000,Esri_Anonymous,NOT-CATEGORIZED,2785 CLAUDETTE,"{'type': 'Point', 'coordinates': [-89.9258359, 35.0439658]}","{'type': 'Point', 'coordinates': [-89.925695979, 35.073055017]}",17,11,3,1,8,3,1,8,,2024-06-26T12:28:06.000,38118,192,2,,,,,,,,,,,,,,,,,,
Public Works,ENVIRONMENTAL MAINTENANCE,Others,7022925,7022925,10694,EMI-Repair Miscellaneous,Closed,Low,2024-01-02T08:31:00.000,WEB,Sa_GISIdentitystore,,Memphis,2835 CORDELL ST,MEMPHIS,Tennessee,074064  00009,4-5,2024-01-02T15:04:51.000,2024-07-08T12:27:49.000,Esri_Anonymous,,2835 CORDELL ST,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.889995023, 35.071323987]}",3,8,6,1,2,7,1,6,,,,,,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Inspection-Vehicle,7153844,7153844,10400,CE-Vehicle Violations,Closed,Medium,2024-08-14T19:00:00.000,WEB,,,MEMPHIS,,MEMPHIS,TN,082051  00027,,2024-09-29T23:07:45.000,2024-10-09T14:07:06.000,jjackson_AWPM,,,"{'type': 'Point', 'coordinates': [-90.076108, 35.0396786]}","{'type': 'Point', 'coordinates': [-90.076108, 35.0396786]}",9,13,6,1,,6,1,7,,,38109,172,,,,,,,,,,,,,,,,,,,
Public Works,ENVIRONMENTAL MAINTENANCE,Environmental Maintenance,7053680,7053680,10693,EMI-Cave In,Closed,Medium,2024-02-09T18:00:00.000,WEB,Sa_GISIdentitystore,,MEMPHIS,2507 MT MORIAH,MEMPHIS,TN,074001  00172,3-4,2024-02-10T21:46:59.000,2024-07-02T07:03:16.000,Esri_Anonymous,,2507 MT MORIAH,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.889567965, 35.07843599]}",3,8,6,1,2,7,1,6,,,,,,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Inspection-Vehicle,7016891,7016891,10400,CE-Vehicle Violations,Closed,Medium,2023-12-06T18:00:00.000,WEB,Esri_Anonymous,CVOYC,MEMPHIS,919 JEHL PL,MEMPHIS,TN,021005  00002,7-4,2024-07-07T23:39:40.000,2024-07-11T14:34:06.000,Esri_Anonymous,NOT-CATEGORIZED,919 JEHL PL,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.026892959, 35.164407997]}",3,8,6,1,2,7,1,6,,2024-07-11T14:33:44.000,,,,2024-03-10T23:00:00.000,,,,,,,,,,,,,,,,,
Public Works,ENVIRONMENTAL MAINTENANCE,Environmental Maintenance,7134071,7134071,10693,EMI-Cave In,Closed,High,2024-07-02T11:55:00.000,WEB,Esri_Anonymous,,Memphis,8939 MEADOW PINES CV,MEMPHIS,Tennessee,096625 E00047,,2024-07-02T22:01:55.000,2024-07-08T15:12:17.000,Esri_Anonymous,,8939 MEADOW PINES CV,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.763874034, 35.190147983]}",3,8,6,1,2,7,1,6,NO VISIBLE DEPRESSION . CLOSE.,,,,,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Inspection-Vehicle,7004475,7004475,10400,CE-Vehicle Violations,Closed,Low,2023-10-25T16:13:00.000,WEB,Abhinav,CO,Memphis,1624 WAYSIDE CV,MEMPHIS,Tennessee,096506 D00079,2-1,2023-10-26T08:53:21.000,2024-06-18T12:58:07.000,Esri_Anonymous,NOT-CATEGORIZED,1624 WAYSIDE CV,"{'type': 'Point', 'coordinates': [-89.77996, 35.178294]}","{'type': 'Point', 'coordinates': [-89.767131996, 35.169596982]}",34,3,1,2,,1,2,2,closed other see sr #50038190,2024-06-18T12:57:48.000,38016,224,,,,2,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Miscellaneous,7043392,7043392,10396,CE-Code Miscellaneous,Closed,Low,2024-01-22T15:09:00.000,WEB,Sa_GISIdentitystore,CVOM,Memphis,6277 LAKE ARBOR DR,MEMPHIS,Tennessee,093200  00337C,3-4,2024-01-22T15:24:26.000,2024-07-03T09:42:09.000,Esri_Anonymous,NOT-CATEGORIZED,6277 LAKE ARBOR DR,"{'type': 'Point', 'coordinates': [-89.85883, 35.054748]}","{'type': 'Point', 'coordinates': [-89.853925011, 35.063386995]}",14,10,3,1,8,3,1,8,,,38115,197,2,,1,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Inspection-Vehicle,7097462,7097462,10400,CE-Vehicle Violations,Closed,Low,2024-05-29T18:13:00.000,WEB,Sa_GISIdentitystore,OTHER,CITIZEN,"5056 Carterville Pl, Memphis, TN, 38127, USA",MEMPHIS,Tennessee,D0134  Q00033,,2024-05-29T18:24:05.000,2024-07-04T23:38:03.000,Esri_Anonymous,NOT-CATEGORIZED,"5056 Carterville Pl, Memphis, TN, 38127, USA","{'type': 'Point', 'coordinates': [-90.005192, 35.220885]}","{'type': 'Point', 'coordinates': [-90.034000981, 35.26381498]}",23,1,7,1,12,7,1,3,7-2-2024 this is not in our jurisdiction,,38127,,4,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Inspection-Vehicle,7105174,7105174,10400,CE-Vehicle Violations,Closed,Medium,2024-06-04T19:00:00.000,WEB,Sa_GISIdentitystore,OTHER,MEMPHIS,0 S SECOND ST,MEMPHIS,TN,002123  00001,6-1,2024-06-05T17:48:54.000,2024-07-04T23:38:03.000,Esri_Anonymous,NOT-CATEGORIZED,0 S SECOND ST,"{'type': 'Point', 'coordinates': [-89.9063478, 35.3428731]}","{'type': 'Point', 'coordinates': [-90.056584133, 35.129804106]}",2,,,,,,,,7-2-2024 this is not in our jurisdiction,,38053,,,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Inspection-Vehicle,7107985,7107985,10400,CE-Vehicle Violations,Closed,Low,2024-06-12T11:07:00.000,WEB,Esri_Anonymous,OTHER,CITIZEN,"7900-7998 Jadewood Cv, Memphis, TN, 38125, USA",MEMPHIS,Tennessee,D0242I A00114,,2024-06-12T22:04:56.000,2024-07-04T23:21:42.000,Esri_Anonymous,NOT-CATEGORIZED,"7900-7998 Jadewood Cv, Memphis, TN, 38125, USA","{'type': 'Point', 'coordinates': [-89.8002027, 35.0310064]}","{'type': 'Point', 'coordinates': [-89.798424231, 35.032775466]}",21,,,,8,,,,7-2-2024 this is not in our jurisdiction,,38125,,2,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Miscellaneous,7094753,7094753,10396,CE-Code Miscellaneous,Closed,Low,2024-05-22T13:01:00.000,WEB,Sa_GISIdentitystore,OTHER,CITIZEN,"7982 Marsha Woods Dr, Memphis, TN, 38125, USA",MEMPHIS,Tennessee,D0242J H00005,,2024-05-22T14:07:03.000,2024-07-04T23:05:20.000,Esri_Anonymous,NOT-CATEGORIZED,"7982 Marsha Woods Dr, Memphis, TN, 38125, USA","{'type': 'Point', 'coordinates': [-89.8002027, 35.0310064]}","{'type': 'Point', 'coordinates': [-89.796557003, 35.031384008]}",21,,,,8,,,,7-2-2024 this is not in our jurisdiction,,38125,,2,,,,,,,,,,,,,,,,,,
Public Works,ENVIRONMENTAL MAINTENANCE,Environmental Maintenance,7091316,7091316,10693,EMI-Cave In,Closed,Medium,2024-05-14T19:00:00.000,WEB,Esri_Anonymous,,MEMPHIS,0 MACON,MEMPHIS,TN,054012  00001C,2-1,2024-05-15T22:00:52.000,2024-07-01T15:15:54.000,Esri_Anonymous,,0 MACON,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.687066929, 35.159928485]}",3,8,6,1,2,7,1,6,Close.,2024-07-01T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
Public Works,ENVIRONMENTAL MAINTENANCE,Environmental Maintenance,7127427,7127427,10693,EMI-Cave In,Closed,High,2024-06-24T12:56:00.000,WEB,Sa_GISIdentitystore,,Memphis,4209 GENYTH AVE,MEMPHIS,Tennessee,086011  00005,,2024-06-24T12:58:56.000,2024-07-02T08:23:26.000,Esri_Anonymous,,4209 GENYTH AVE,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.923013016, 35.230443983]}",3,8,6,1,2,7,1,6,,,,,,,,,,,,,,,,,,,,,,,
Public Works,ENVIRONMENTAL MAINTENANCE,Environmental Maintenance,7126352,7126352,10693,EMI-Cave In,Closed,High,2024-06-20T16:10:00.000,WEB,Sa_GISIdentitystore,,Memphis,5095 LONGACRE AVE,MEMPHIS,Tennessee,087051  00003,,2024-06-20T16:12:53.000,2024-07-01T15:09:24.000,Esri_Anonymous,,5095 LONGACRE AVE,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.893468986, 35.21274002]}",3,8,6,1,2,7,1,6,"NOTHING FURTHER NEEDED,CLOSE.",2024-07-01T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Inspection-Vehicle,7053357,7053357,10400,CE-Vehicle Violations,Closed,Low,2024-02-09T10:52:00.000,WEB,Sa_GISIdentitystore,CVOYC,CITIZEN,"6682 Elmore Woods Cv, Memphis, TN, 38134, USA",MEMPHIS,Tennessee,095323 B00025,1-3,2024-02-09T10:59:01.000,2024-06-26T10:29:32.000,Esri_Anonymous,NOT-CATEGORIZED,"6682 Elmore Woods Cv, Memphis, TN, 38134, USA","{'type': 'Point', 'coordinates': [-89.8673606, 35.184292]}","{'type': 'Point', 'coordinates': [-89.84050198, 35.192420988]}",28,2,1,2,,1,2,2,AT THE TIME OF INSPECTION PROPERTY WAS IN COMPLIANCE.,2024-06-26T10:27:43.000,38134,28,,2024-05-25T20:10:34.000,,,,,,,,,,,,,,,,,
Public Works,Code Enforcement,Weeds,7126882,7126882,10547,CE-Weeds Occupied Property,Closed,Medium,2024-06-20T19:00:00.000,WEB,Sa_GISIdentitystore,NJ,MEMPHIS,49 CHEROKEE DR,MEMPHIS,TN,045058  00007,,2024-06-21T14:03:23.000,2024-07-01T13:53:20.000,Esri_Anonymous,NOT-CATEGORIZED,49 CHEROKEE DR,"{'type': 'Point', 'coordinates': [-89.948876, 35.11147]}","{'type': 'Point', 'coordinates': [-89.966319962, 35.130872002]}",10,9,4,2,21,5,2,9,,,38111,79,,,4,,,,,,,,,,,,,,,,
Public Works,ENVIRONMENTAL MAINTENANCE,Others,7134791,7134791,10691,EMI-Manhole Cover Problem,Closed,Low,2024-07-04T09:40:00.000,WEB,Esri_Anonymous,,CITIZEN,"N Pkwy, Memphis, TN, 38112, USA",MEMPHIS,Tennessee,,,2024-07-05T22:00:55.000,2024-07-09T09:03:25.000,Esri_Anonymous,,"N Pkwy, Memphis, TN, 38112, USA","{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.028168576, 35.155125745]}",3,8,6,1,2,7,1,6,NO ISSUES FOUND . CLOSE,,,,,,,,,,,,,,,,,,,,,,
